"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1988141606898463107","Tue Nov 11 07:07:51 +0000 2025","0","Gerakan pasar murah (GPM) terus di lakukan setiap harinya oleh Perum BULOG Kancab Merangin dalam menjaga harga beras di pasaran tetap stabil. 11 november 2025 https://t.co/vYKtAfuehD","1988141606898463107","https://pbs.twimg.com/media/G5dMQAJbcAQIF0F.jpg","","in","","0","0","0","https://x.com/undefined/status/1988141606898463107","1432181802551037953",
"1988138513104335118","Tue Nov 11 06:55:34 +0000 2025","0","Polsek Kuala Kencana menggelar kegiatan Pasar Murah sebagai bagian dari Gerakan Pangan Murah untuk menstabilkan pasokan dan harga pangan beras di Kabupaten Mimika. Kegiatan ini berlangsung di depan Kantor Polsek Kuala Kencana Jalan Poros Agimuga Distrik Kuala Kencana Provinsi https://t.co/q71fynvOJH","1988138513104335118","https://pbs.twimg.com/media/G5dJKi0bcAA4oYc.jpg","","in","","0","0","0","https://x.com/undefined/status/1988138513104335118","1422182349249277954",
"1988138163513291057","Tue Nov 11 06:54:10 +0000 2025","0","Polsek Kuala Kencana menggelar kegiatan Pasar Murah sebagai bagian dari Gerakan Pangan Murah untuk menstabilkan pasokan dan harga pangan beras di Kabupaten Mimika. Kegiatan ini berlangsung di depan Kantor Polsek Kuala Kencana Jalan Poros Agimuga Distrik Kuala Kencana https://t.co/IPDJh4heF3","1988138163513291057","https://pbs.twimg.com/media/G5dJG94bEAA3Op5.jpg","","in","","0","0","0","https://x.com/undefined/status/1988138163513291057","1250270588704182272",
"1988133262968103064","Tue Nov 11 06:34:42 +0000 2025","0","Pemerintah terus memperkuat ketahanan pangan melalui perluasan distribusi beras SPHP ke pasar tradisional dan ritel agar harga tetap terjangkau dan daya beli masyarakat tetap terjaga. https://t.co/Dz2N6qB0C8","1988133262968103064","https://pbs.twimg.com/media/G5dEnabbcAQgG_k.jpg","","in","","0","0","0","https://x.com/undefined/status/1988133262968103064","1620295138840035329",
"1988131974352121896","Tue Nov 11 06:29:35 +0000 2025","0","Ironi! Harga Beras Naik Saat Stok Beras Capai 4 juta Ton - TVR 17 https://t.co/Us4bAn9LSy","1988131974352121896","","","in","","0","0","0","https://x.com/undefined/status/1988131974352121896","1389817105722187778",
"1988079281193550166","Tue Nov 11 06:26:34 +0000 2025","0","@Yourskinneveren @ardisatriawan Gak usah fear mongering. USD stabil di kisaran 16.000an minyak goreng gak tembus 40 ribu per liter harga beras gak di ats 50 ribu kilo. Cuma di X aja yg heboh masyarakat di luaran happy kok buktinya suicide rate krn alasan ekonomi super rendah.","1988131217116647480","","Yourskinneveren","in","","0","0","0","https://x.com/undefined/status/1988131217116647480","2335942801",
"1988123448284270722","Tue Nov 11 05:55:42 +0000 2025","1","Polsek Selemadeg gelar Pangan Murah 1 Ton Beras SPHP (Stabilitas Harga Pangan) di Kantor Ds. Berembeng Kec. Selemadeg Kab. Tabanan. Selasa 11/11/2025 Siang. @kapoldabaliofficial @poldabali @polrestabanan__ @divisihumaspolri @polripresisi @polisi_indonesia. @polsekselemadeg https://t.co/YnUk8o62Az","1988123448284270722","https://pbs.twimg.com/media/G5c7vHraoAA4g9E.jpg","","in","","0","0","0","https://x.com/undefined/status/1988123448284270722","1635255068084817920",
"1988101880879132929","Tue Nov 11 04:30:00 +0000 2025","0","Satgas Ancam Cabut Izin Usaha Pedagang Jual Beras di Atas Harga Eceran Tertinggi . Baca berita selengkapnya di https://t.co/AY2A75x7LS . https://t.co/VK5Wl6DXzq (ri) #Beras #Satgas","1988101880879132929","","","in","","0","0","0","https://x.com/undefined/status/1988101880879132929","1498468598876372994",
"1988098285479882993","Tue Nov 11 04:15:42 +0000 2025","0","Harga beras terbaru mulai menyamai rekor tertinggi pada Mei lalu. Beras menjadi isu krusial bagi warga dan Pemerintah Jepang. #Internasional #AdadiKompas https://t.co/DYyJfFIbID","1988098285479882993","","","in","","0","0","0","https://x.com/undefined/status/1988098285479882993","255866913",
"1988098123151868340","Tue Nov 11 04:15:04 +0000 2025","0","PIHPS Catat Harga Cabai Telur dan Beras Alami Kenaikan https://t.co/cV6hSrEaju https://t.co/U2NRGgehhx","1988098123151868340","https://pbs.twimg.com/media/G5cktP6WoAA26Pm.jpg","","in","","0","0","0","https://x.com/undefined/status/1988098123151868340","118371948",
"1988097544119824524","Tue Nov 11 04:12:46 +0000 2025","0","Harga beras terbaru mulai menyamai rekor tertinggi pada Mei lalu. Beras menjadi isu krusial bagi warga dan Pemerintah Jepang. #Internasional #AdadiKompas https://t.co/yDexOO5HGC","1988097544119824524","","","in","","0","0","0","https://x.com/undefined/status/1988097544119824524","771030588",
"1988093371894952396","Tue Nov 11 03:56:11 +0000 2025","0","Jaga Stabilitas Harga Beras Polsek Wori Bersama Bulog Sulut Go Gelar Gerakan Pangan Murah di Desa Wori https://t.co/2EiXOTVqOT","1988093371894952396","https://pbs.twimg.com/media/G5cgYeobkAAcjaf.jpg","","in","","0","0","0","https://x.com/undefined/status/1988093371894952396","783548203543236610",
"1988093271571394580","Tue Nov 11 03:55:47 +0000 2025","0","Satgas Pengendalian Harga Beras Polres Tangsel Pastikan Harga Stabil di Pasar Serpong https://t.co/yK0asScLqG","1988093271571394580","","","in","","0","0","0","https://x.com/undefined/status/1988093271571394580","546123555",
"1988090924807975341","Tue Nov 11 03:46:28 +0000 2025","0","Polsek Sungai Pinang Gelar Gerakan Pangan Murah Stabilkan Harga Beras untuk Warga Tanah Merah https://t.co/z1b1ikuvL8","1988090924807975341","https://pbs.twimg.com/media/G5ceJ1DbEAE533_.jpg","","in","","0","0","0","https://x.com/undefined/status/1988090924807975341","226140504",
"1988088073712697380","Tue Nov 11 03:43:26 +0000 2025","0","@tanyakanrl Beras sama printilan yang harga 10k","1988090164703621510","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1988090164703621510","1720772780495667200",
"1988079446482710860","Tue Nov 11 03:00:51 +0000 2025","0","Warga Antusias! Polsek Samarinda Seberang Salurkan Beras SPHP Harga Terjangkau https://t.co/bkL2zSEcTX","1988079446482710860","https://pbs.twimg.com/media/G5cTuFuaAAAVy47.jpg","","in","","0","0","0","https://x.com/undefined/status/1988079446482710860","1303144388",
"1988078176011178273","Tue Nov 11 02:55:48 +0000 2025","0","Daftar Lengkap Harga Sembako Terbaru PIHPS Cabai Telur dan Beras Naik https://t.co/cGt0HAKyps","1988078176011178273","","","in","","0","0","0","https://x.com/undefined/status/1988078176011178273","1358445910192123905",
"1988055886380892427","Tue Nov 11 01:30:39 +0000 2025","0","terpilih kami harus dihadapkan pada harga sembako yang melonjak tinggi. Beras 15/kg minyak sayur 20/kg gula 20/kg. Apa anda pernah kasih solusi. Ya dg bansos pkh dan dana2 yang tidak keruan alokasinya. Kami berjumpalitan Pak menyesuaikan diri dengan dengan harga demikian @prabowo","1988056746838172000","","dehadeso","in","","0","1","0","https://x.com/undefined/status/1988056746838172000","1463309042198056961",
